time,nb_sleeping,nb_switching_on,nb_switching_off,nb_idle,nb_computing
2.14523e+06,0,0,0,19,481
2.14524e+06,0,0,0,55,445
2.14524e+06,0,0,0,37,463
2.14524e+06,0,0,0,18,482
2.14528e+06,0,0,0,48,452
2.14537e+06,0,0,0,62,438
2.14539e+06,0,0,0,80,420
2.14539e+06,0,0,0,38,462
2.14539e+06,0,0,0,57,443
2.1455e+06,0,0,0,107,393
2.14557e+06,0,0,0,87,413
2.14564e+06,0,0,0,138,362
2.14572e+06,0,0,0,158,342
2.1459e+06,0,0,0,139,361
2.14597e+06,0,0,0,124,376
2.14604e+06,0,0,0,143,357
2.14612e+06,0,0,0,185,315
2.14612e+06,0,0,0,174,326
2.14612e+06,0,0,0,156,344
2.14612e+06,0,0,0,144,356
2.14619e+06,0,0,0,159,341
2.14622e+06,0,0,0,171,329
2.14634e+06,0,0,0,182,318
2.14642e+06,0,0,0,200,300
2.14672e+06,0,0,0,187,313
2.14682e+06,0,0,0,175,325
2.14682e+06,0,0,0,165,335
2.14682e+06,0,0,0,156,344
2.14687e+06,0,0,0,166,334
2.14693e+06,0,0,0,179,321
2.14695e+06,0,0,0,188,312
2.14705e+06,0,0,0,200,300
2.14711e+06,0,0,0,192,308
2.14716e+06,0,0,0,200,300
2.14726e+06,0,0,0,500,0
2.14726e+06,0,0,0,19,481
2.14747e+06,0,0,0,18,482
2.14747e+06,0,0,0,12,488
2.14748e+06,0,0,0,13,487
2.14756e+06,0,0,0,19,481
2.14802e+06,0,0,0,5,495
2.14808e+06,0,0,0,0,500
2.14818e+06,0,0,0,5,495
2.14828e+06,0,0,0,19,481
2.14828e+06,0,0,0,7,493
2.14845e+06,0,0,0,5,495
2.14846e+06,0,0,0,17,483
2.14846e+06,0,0,0,9,491
2.14847e+06,0,0,0,11,489
2.14847e+06,0,0,0,2,498
2.14854e+06,0,0,0,10,490
2.14856e+06,0,0,0,5,495
2.1486e+06,0,0,0,14,486
2.1486e+06,0,0,0,19,481
2.1486e+06,0,0,0,4,496
2.14871e+06,0,0,0,19,481
2.14886e+06,0,0,0,7,493
2.14886e+06,0,0,0,2,498
2.14895e+06,0,0,0,7,493
2.14906e+06,0,0,0,19,481
2.14906e+06,0,0,0,10,490
2.14922e+06,0,0,0,19,481
2.14946e+06,0,0,0,4,496
2.14962e+06,0,0,0,19,481
2.14962e+06,0,0,0,3,497
2.14971e+06,0,0,0,19,481
2.14971e+06,0,0,0,3,497
2.14974e+06,0,0,0,2,498
2.14975e+06,0,0,0,3,497
2.14986e+06,0,0,0,19,481
2.14986e+06,0,0,0,10,490
2.15e+06,0,0,0,19,481
2.15e+06,0,0,0,8,492
2.15005e+06,0,0,0,19,481
2.15014e+06,0,0,0,500,0
2.15014e+06,0,0,0,218,282
2.15014e+06,0,0,0,158,342
2.15014e+06,0,0,0,119,381
2.15014e+06,0,0,0,72,428
2.15014e+06,0,0,0,42,458
2.15014e+06,0,0,0,11,489
2.15032e+06,0,0,0,42,458
2.15032e+06,0,0,0,15,485
2.15034e+06,0,0,0,4,496
2.15045e+06,0,0,0,2,498
2.15047e+06,0,0,0,4,496
2.15052e+06,0,0,0,15,485
2.15056e+06,0,0,0,45,455
2.15056e+06,0,0,0,20,480
2.15058e+06,0,0,0,9,491
2.15067e+06,0,0,0,56,444
2.15067e+06,0,0,0,10,490
2.15075e+06,0,0,0,21,479
2.15075e+06,0,0,0,48,452
2.15075e+06,0,0,0,5,495
2.15081e+06,0,0,0,44,456
2.15081e+06,0,0,0,10,490
2.15104e+06,0,0,0,5,495
2.15105e+06,0,0,0,30,470
2.15105e+06,0,0,0,10,490
2.15111e+06,0,0,0,15,485
2.15126e+06,0,0,0,35,465
2.15126e+06,0,0,0,15,485
2.15127e+06,0,0,0,75,425
2.15127e+06,0,0,0,23,477
2.15137e+06,0,0,0,17,483
2.1514e+06,0,0,0,60,440
2.1514e+06,0,0,0,15,485
2.15142e+06,0,0,0,49,451
2.15142e+06,0,0,0,32,468
2.15142e+06,0,0,0,18,482
2.15144e+06,0,0,0,38,462
2.15144e+06,0,0,0,25,475
2.15147e+06,0,0,0,31,469
2.15153e+06,0,0,0,44,456
2.15153e+06,0,0,0,90,410
2.15153e+06,0,0,0,31,469
2.15158e+06,0,0,0,45,455
2.15162e+06,0,0,0,31,469
2.15167e+06,0,0,0,48,452
2.15167e+06,0,0,0,27,473
2.15187e+06,0,0,0,72,428
2.15187e+06,0,0,0,15,485
2.15187e+06,0,0,0,29,471
2.15199e+06,0,0,0,50,450
2.15199e+06,0,0,0,26,474
2.152e+06,0,0,0,24,476
2.152e+06,0,0,0,83,417
2.152e+06,0,0,0,33,467
2.15202e+06,0,0,0,35,465
2.15215e+06,0,0,0,59,441
2.15215e+06,0,0,0,41,459
2.15216e+06,0,0,0,93,407
2.15216e+06,0,0,0,52,448
2.15227e+06,0,0,0,70,430
2.15239e+06,0,0,0,64,436
2.15242e+06,0,0,0,70,430
2.15262e+06,0,0,0,64,436
2.15262e+06,0,0,0,33,467
2.15262e+06,0,0,0,74,426
2.15262e+06,0,0,0,124,376
2.15262e+06,0,0,0,71,429
2.15272e+06,0,0,0,77,423
2.15275e+06,0,0,0,65,435
2.15275e+06,0,0,0,53,447
2.15284e+06,0,0,0,65,435
2.15291e+06,0,0,0,96,404
2.15291e+06,0,0,0,88,412
2.15291e+06,0,0,0,78,422
2.15297e+06,0,0,0,90,410
2.15301e+06,0,0,0,147,353
2.15301e+06,0,0,0,89,411
2.15303e+06,0,0,0,99,401
2.15305e+06,0,0,0,107,393
2.15328e+06,0,0,0,160,340
2.15336e+06,0,0,0,218,282
2.15365e+06,0,0,0,500,0
2.15365e+06,0,0,0,53,447
2.15456e+06,0,0,0,37,463
2.15469e+06,0,0,0,53,447
2.15537e+06,0,0,0,39,461
2.15552e+06,0,0,0,53,447
2.1564e+06,0,0,0,47,453
2.15647e+06,0,0,0,53,447
2.15688e+06,0,0,0,33,467
2.15688e+06,0,0,0,28,472
2.15697e+06,0,0,0,33,467
2.15716e+06,0,0,0,53,447
2.15911e+06,0,0,0,23,477
2.15945e+06,0,0,0,53,447
2.16024e+06,0,0,0,8,492
2.161e+06,0,0,0,53,447
2.161e+06,0,0,0,41,459
2.16108e+06,0,0,0,53,447
2.16194e+06,0,0,0,500,0
2.16194e+06,0,0,0,214,286
2.162e+06,0,0,0,206,294
2.16214e+06,0,0,0,214,286
2.16295e+06,0,0,0,208,292
2.16305e+06,0,0,0,214,286
2.16343e+06,0,0,0,206,294
2.16355e+06,0,0,0,214,286
2.16379e+06,0,0,0,500,0
2.16379e+06,0,0,0,169,331
2.16441e+06,0,0,0,138,362
2.16441e+06,0,0,0,81,419
2.1646e+06,0,0,0,112,388
2.16477e+06,0,0,0,87,413
2.16477e+06,0,0,0,80,420
2.16489e+06,0,0,0,87,413
2.16494e+06,0,0,0,112,388
2.16527e+06,0,0,0,106,394
2.16527e+06,0,0,0,54,446
2.16527e+06,0,0,0,48,452
2.16533e+06,0,0,0,54,446
2.16537e+06,0,0,0,60,440
2.1654e+06,0,0,0,117,383
2.1654e+06,0,0,0,74,426
2.16585e+06,0,0,0,126,374
2.166e+06,0,0,0,169,331
2.16622e+06,0,0,0,117,383
2.16622e+06,0,0,0,99,401
2.16622e+06,0,0,0,51,449
2.16622e+06,0,0,0,41,459
2.16623e+06,0,0,0,372,128
2.16638e+06,0,0,0,382,118
2.16647e+06,0,0,0,400,100
2.167e+06,0,0,0,452,48
2.16707e+06,0,0,0,500,0
2.16743e+06,0,0,0,445,55
2.1678e+06,0,0,0,500,0
2.16999e+06,0,0,0,484,16
2.17031e+06,0,0,0,500,0
2.17366e+06,0,0,0,497,3
2.17366e+06,0,0,0,483,17
2.17366e+06,0,0,0,473,27
2.1737e+06,0,0,0,476,24
2.17378e+06,0,0,0,486,14
2.17385e+06,0,0,0,500,0
2.17495e+06,0,0,0,469,31
2.17537e+06,0,0,0,455,45
2.17537e+06,0,0,0,437,63
2.17537e+06,0,0,0,394,106
2.17546e+06,0,0,0,408,92
2.17549e+06,0,0,0,426,74
2.17555e+06,0,0,0,457,43
2.17571e+06,0,0,0,433,67
2.17571e+06,0,0,0,422,78
2.17571e+06,0,0,0,404,96
2.17574e+06,0,0,0,447,53
2.17582e+06,0,0,0,465,35
2.17584e+06,0,0,0,489,11
2.17585e+06,0,0,0,500,0
2.17625e+06,0,0,0,481,19
2.17655e+06,0,0,0,500,0
2.17755e+06,0,0,0,488,12
2.17766e+06,0,0,0,500,0
2.17788e+06,0,0,0,483,17
2.17798e+06,0,0,0,500,0
2.18073e+06,0,0,0,483,17
2.18073e+06,0,0,0,452,48
2.18091e+06,0,0,0,469,31
2.18118e+06,0,0,0,463,37
2.18122e+06,0,0,0,494,6
2.18125e+06,0,0,0,500,0
2.18141e+06,0,0,0,487,13
2.18141e+06,0,0,0,472,28
2.1815e+06,0,0,0,487,13
2.18156e+06,0,0,0,500,0
2.18189e+06,0,0,0,449,51
2.1824e+06,0,0,0,445,55
2.1824e+06,0,0,0,441,59
2.18243e+06,0,0,0,445,55
2.18246e+06,0,0,0,449,51
2.18268e+06,0,0,0,423,77
2.18274e+06,0,0,0,474,26
2.1831e+06,0,0,0,500,0
2.18338e+06,0,0,0,457,43
2.18338e+06,0,0,0,443,57
2.18338e+06,0,0,0,439,61
2.18343e+06,0,0,0,443,57
2.1835e+06,0,0,0,457,43
2.18362e+06,0,0,0,442,58
2.18386e+06,0,0,0,457,43
2.18394e+06,0,0,0,410,90
2.18407e+06,0,0,0,453,47
2.18436e+06,0,0,0,438,62
2.18442e+06,0,0,0,485,15
2.18449e+06,0,0,0,500,0
2.18484e+06,0,0,0,493,7
2.18484e+06,0,0,0,484,16
2.18491e+06,0,0,0,491,9
2.18494e+06,0,0,0,500,0
2.18541e+06,0,0,0,480,20
2.18549e+06,0,0,0,475,25
2.18553e+06,0,0,0,480,20
2.18554e+06,0,0,0,500,0
2.18564e+06,0,0,0,482,18
2.18569e+06,0,0,0,450,50
2.18569e+06,0,0,0,439,61
2.18575e+06,0,0,0,450,50
2.18577e+06,0,0,0,412,88
2.18581e+06,0,0,0,430,70
2.1859e+06,0,0,0,415,85
2.18596e+06,0,0,0,413,87
2.18596e+06,0,0,0,404,96
2.18598e+06,0,0,0,406,94
2.18602e+06,0,0,0,387,113
2.18602e+06,0,0,0,371,129
2.18602e+06,0,0,0,367,133
2.18603e+06,0,0,0,399,101
2.18606e+06,0,0,0,408,92
2.18608e+06,0,0,0,412,88
2.18612e+06,0,0,0,428,72
2.18614e+06,0,0,0,443,57
2.18616e+06,0,0,0,426,74
2.1863e+06,0,0,0,413,87
2.1863e+06,0,0,0,403,97
2.18631e+06,0,0,0,441,59
2.18634e+06,0,0,0,145,355
2.18634e+06,0,0,0,136,364
2.18634e+06,0,0,0,91,409
2.18634e+06,0,0,0,110,390
2.18637e+06,0,0,0,127,373
2.18641e+06,0,0,0,137,363
2.18642e+06,0,0,0,146,354
2.18643e+06,0,0,0,130,370
2.18645e+06,0,0,0,143,357
2.18654e+06,0,0,0,159,341
2.18656e+06,0,0,0,136,364
2.18662e+06,0,0,0,181,319
2.18667e+06,0,0,0,168,332
2.18667e+06,0,0,0,154,346
2.18667e+06,0,0,0,142,358
2.18667e+06,0,0,0,113,387
2.18672e+06,0,0,0,109,391
2.18672e+06,0,0,0,93,407
2.18672e+06,0,0,0,85,415
2.18678e+06,0,0,0,89,411
2.18679e+06,0,0,0,112,388
2.1868e+06,0,0,0,126,374
2.18681e+06,0,0,0,139,361
2.18685e+06,0,0,0,151,349
2.18687e+06,0,0,0,180,320
2.18687e+06,0,0,0,188,312
2.1869e+06,0,0,0,180,320
2.18695e+06,0,0,0,178,322
2.18697e+06,0,0,0,194,306
2.18698e+06,0,0,0,196,304
2.18702e+06,0,0,0,204,296
2.18708e+06,0,0,0,193,307
2.1872e+06,0,0,0,137,363
2.18725e+06,0,0,0,148,352
2.18738e+06,0,0,0,126,374
2.18752e+06,0,0,0,87,413
2.18752e+06,0,0,0,82,418
2.18761e+06,0,0,0,87,413
2.18769e+06,0,0,0,109,391
2.18769e+06,0,0,0,93,407
2.18784e+06,0,0,0,76,424
2.18789e+06,0,0,0,92,408
2.18793e+06,0,0,0,388,112
2.18806e+06,0,0,0,427,73
2.18808e+06,0,0,0,444,56
2.18808e+06,0,0,0,441,59
2.18814e+06,0,0,0,444,56
2.18823e+06,0,0,0,393,107
2.18828e+06,0,0,0,449,51
2.18833e+06,0,0,0,431,69
2.18833e+06,0,0,0,412,88
2.18833e+06,0,0,0,395,105
2.18846e+06,0,0,0,387,113
2.18846e+06,0,0,0,353,147
2.18846e+06,0,0,0,372,128
2.18847e+06,0,0,0,389,111
2.18853e+06,0,0,0,397,103
2.1886e+06,0,0,0,344,156
2.18864e+06,0,0,0,293,207
2.18864e+06,0,0,0,281,219
2.18864e+06,0,0,0,280,220
2.18864e+06,0,0,0,270,230
2.18865e+06,0,0,0,271,229
2.18868e+06,0,0,0,289,211
2.1887e+06,0,0,0,299,201
2.1887e+06,0,0,0,295,205
2.18875e+06,0,0,0,299,201
2.18875e+06,0,0,0,311,189
2.18892e+06,0,0,0,345,155
2.18902e+06,0,0,0,340,160
2.18902e+06,0,0,0,332,168
2.18902e+06,0,0,0,323,177
2.18902e+06,0,0,0,299,201
2.18906e+06,0,0,0,304,196
2.1891e+06,0,0,0,313,187
2.18912e+06,0,0,0,321,179
2.18913e+06,0,0,0,372,128
2.18939e+06,0,0,0,423,77
2.1894e+06,0,0,0,476,24
2.18941e+06,0,0,0,500,0
2.18951e+06,0,0,0,377,123
2.18951e+06,0,0,0,368,132
2.18964e+06,0,0,0,377,123
2.18967e+06,0,0,0,364,136
2.18967e+06,0,0,0,350,150
2.18967e+06,0,0,0,111,389
2.18976e+06,0,0,0,71,429
2.18976e+06,0,0,0,60,440
2.18978e+06,0,0,0,73,427
2.18979e+06,0,0,0,87,413
2.18986e+06,0,0,0,98,402
2.18994e+06,0,0,0,93,407
2.18997e+06,0,0,0,98,402
2.19005e+06,0,0,0,37,463
2.19005e+06,0,0,0,30,470
2.19015e+06,0,0,0,37,463
2.19023e+06,0,0,0,77,423
2.1904e+06,0,0,0,64,436
2.1904e+06,0,0,0,51,449
2.19056e+06,0,0,0,64,436
2.19062e+06,0,0,0,77,423
2.19062e+06,0,0,0,43,457
2.19062e+06,0,0,0,35,465
2.1907e+06,0,0,0,43,457
2.1909e+06,0,0,0,39,461
2.19097e+06,0,0,0,43,457
2.19113e+06,0,0,0,104,396
2.19118e+06,0,0,0,138,362
2.19121e+06,0,0,0,125,375
2.19121e+06,0,0,0,106,394
2.19131e+06,0,0,0,125,375
2.19131e+06,0,0,0,107,393
2.19131e+06,0,0,0,97,403
2.19136e+06,0,0,0,220,280
2.19138e+06,0,0,0,233,267
2.19143e+06,0,0,0,243,257
2.19145e+06,0,0,0,225,275
2.19147e+06,0,0,0,243,257
2.19158e+06,0,0,0,231,269
2.19162e+06,0,0,0,249,251
2.19176e+06,0,0,0,261,239
2.19181e+06,0,0,0,245,255
2.19181e+06,0,0,0,233,267
2.19181e+06,0,0,0,226,274
2.19181e+06,0,0,0,218,282
2.19186e+06,0,0,0,226,274
2.19188e+06,0,0,0,233,267
2.19192e+06,0,0,0,221,279
2.19192e+06,0,0,0,163,337
2.19192e+06,0,0,0,127,373
2.19192e+06,0,0,0,126,374
2.19194e+06,0,0,0,365,135
2.19194e+06,0,0,0,190,310
2.19194e+06,0,0,0,191,309
2.19197e+06,0,0,0,163,337
2.19197e+06,0,0,0,114,386
2.19203e+06,0,0,0,126,374
2.19204e+06,0,0,0,138,362
2.19204e+06,0,0,0,154,346
2.19213e+06,0,0,0,99,401
2.19213e+06,0,0,0,74,426
2.19224e+06,0,0,0,102,398
2.19227e+06,0,0,0,138,362
2.19239e+06,0,0,0,163,337
2.19242e+06,0,0,0,221,279
2.19242e+06,0,0,0,171,329
2.19246e+06,0,0,0,123,377
2.19255e+06,0,0,0,172,328
2.19262e+06,0,0,0,227,273
2.19262e+06,0,0,0,34,466
2.19287e+06,0,0,0,19,481
2.19294e+06,0,0,0,69,431
2.19294e+06,0,0,0,45,455
2.19294e+06,0,0,0,22,478
2.19308e+06,0,0,0,46,454
2.19314e+06,0,0,0,94,406
2.19314e+06,0,0,0,39,461
2.19314e+06,0,0,0,35,465
2.19316e+06,0,0,0,50,450
2.19319e+06,0,0,0,54,446
2.19321e+06,0,0,0,77,423
2.19321e+06,0,0,0,42,458
2.19323e+06,0,0,0,28,472
2.19323e+06,0,0,0,17,483
2.19335e+06,0,0,0,28,472
2.19335e+06,0,0,0,15,485
2.19344e+06,0,0,0,29,471
2.19344e+06,0,0,0,20,480
2.19348e+06,0,0,0,16,484
2.19355e+06,0,0,0,20,480
2.19358e+06,0,0,0,33,467
2.1936e+06,0,0,0,19,481
2.19361e+06,0,0,0,28,472
2.19368e+06,0,0,0,221,279
2.19368e+06,0,0,0,193,307
2.19368e+06,0,0,0,153,347
2.19369e+06,0,0,0,125,375
2.19369e+06,0,0,0,103,397
2.19369e+06,0,0,0,97,403
2.19369e+06,0,0,0,88,412
2.19371e+06,0,0,0,102,398
2.19374e+06,0,0,0,111,389
2.19377e+06,0,0,0,166,334
2.19379e+06,0,0,0,172,328
2.1938e+06,0,0,0,148,352
2.1938e+06,0,0,0,127,373
2.19389e+06,0,0,0,162,338
2.19395e+06,0,0,0,184,316
2.19397e+06,0,0,0,169,331
2.19402e+06,0,0,0,190,310
2.19405e+06,0,0,0,214,286
2.1941e+06,0,0,0,242,258
2.1941e+06,0,0,0,257,243
2.19411e+06,0,0,0,255,245
2.19412e+06,0,0,0,257,243
2.19414e+06,0,0,0,297,203
2.19416e+06,0,0,0,238,262
2.19419e+06,0,0,0,266,234
2.19428e+06,0,0,0,249,251
2.19442e+06,0,0,0,248,252
2.19442e+06,0,0,0,232,268
2.19443e+06,0,0,0,233,267
2.19449e+06,0,0,0,250,250
2.19451e+06,0,0,0,239,261
2.19451e+06,0,0,0,193,307
2.19465e+06,0,0,0,209,291
2.19466e+06,0,0,0,220,280
2.19474e+06,0,0,0,279,221
2.19478e+06,0,0,0,254,246
2.19483e+06,0,0,0,300,200
2.19488e+06,0,0,0,248,252
2.19488e+06,0,0,0,228,272
2.19497e+06,0,0,0,403,97
2.19497e+06,0,0,0,428,72
2.19505e+06,0,0,0,421,79
2.19509e+06,0,0,0,428,72
2.19515e+06,0,0,0,448,52
2.1953e+06,0,0,0,429,71
2.1956e+06,0,0,0,481,19
2.1956e+06,0,0,0,7,493
2.19564e+06,0,0,0,26,474
2.1959e+06,0,0,0,7,493
2.19619e+06,0,0,0,4,496
2.19621e+06,0,0,0,7,493
2.19621e+06,0,0,0,0,500
2.19625e+06,0,0,0,19,481
2.19625e+06,0,0,0,2,498
2.19634e+06,0,0,0,9,491
2.19637e+06,0,0,0,26,474
2.19637e+06,0,0,0,9,491
2.19647e+06,0,0,0,26,474
2.19655e+06,0,0,0,12,488
2.19682e+06,0,0,0,26,474
2.19682e+06,0,0,0,18,482
2.19696e+06,0,0,0,26,474
2.19696e+06,0,0,0,8,492
2.1972e+06,0,0,0,26,474
2.1972e+06,0,0,0,14,486
2.19728e+06,0,0,0,26,474
2.19728e+06,0,0,0,11,489
2.19746e+06,0,0,0,26,474
2.19746e+06,0,0,0,13,487
2.19749e+06,0,0,0,9,491
2.19755e+06,0,0,0,13,487
2.19758e+06,0,0,0,26,474
2.19758e+06,0,0,0,8,492
2.19782e+06,0,0,0,3,497
2.19788e+06,0,0,0,21,479
2.1979e+06,0,0,0,26,474
2.19799e+06,0,0,0,15,485
2.19806e+06,0,0,0,26,474
2.19817e+06,0,0,0,14,486
2.19825e+06,0,0,0,26,474
2.19838e+06,0,0,0,9,491
2.19857e+06,0,0,0,26,474
2.19884e+06,0,0,0,15,485
2.1989e+06,0,0,0,26,474
2.19891e+06,0,0,0,7,493
2.19921e+06,0,0,0,26,474
2.19921e+06,0,0,0,11,489
2.19929e+06,0,0,0,26,474
2.19929e+06,0,0,0,9,491
2.19935e+06,0,0,0,3,497
2.1994e+06,0,0,0,9,491
2.19942e+06,0,0,0,8,492
2.19944e+06,0,0,0,9,491
2.19945e+06,0,0,0,26,474
2.19945e+06,0,0,0,13,487
2.19966e+06,0,0,0,26,474
2.19966e+06,0,0,0,9,491
2.19982e+06,0,0,0,26,474
2.19982e+06,0,0,0,7,493
2.20009e+06,0,0,0,26,474
2.20023e+06,0,0,0,12,488
2.20031e+06,0,0,0,26,474
2.20031e+06,0,0,0,14,486
2.20038e+06,0,0,0,26,474
2.20038e+06,0,0,0,11,489
2.20049e+06,0,0,0,26,474
2.20049e+06,0,0,0,17,483
2.20059e+06,0,0,0,26,474
2.20068e+06,0,0,0,9,491
2.2008e+06,0,0,0,26,474
2.2008e+06,0,0,0,9,491
2.20107e+06,0,0,0,26,474
2.20107e+06,0,0,0,14,486
2.20107e+06,0,0,0,9,491
2.20115e+06,0,0,0,5,495
2.20116e+06,0,0,0,10,490
2.2012e+06,0,0,0,22,478
2.2012e+06,0,0,0,10,490
2.2012e+06,0,0,0,14,486
2.2013e+06,0,0,0,488,12
2.2013e+06,0,0,0,431,69
2.2013e+06,0,0,0,389,111
2.2013e+06,0,0,0,16,484
2.2013e+06,0,0,0,7,493
2.2013e+06,0,0,0,19,481
2.20146e+06,0,0,0,28,472
2.20146e+06,0,0,0,13,487
2.20152e+06,0,0,0,55,445
2.20152e+06,0,0,0,15,485
2.20163e+06,0,0,0,30,470
2.20166e+06,0,0,0,19,481
2.2017e+06,0,0,0,6,494
2.20173e+06,0,0,0,5,495
2.20174e+06,0,0,0,16,484
2.20175e+06,0,0,0,17,483
2.2019e+06,0,0,0,30,470
2.2019e+06,0,0,0,16,484
2.202e+06,0,0,0,30,470
2.202e+06,0,0,0,15,485
2.20207e+06,0,0,0,4,496
2.20208e+06,0,0,0,44,456
2.20208e+06,0,0,0,24,476
2.20208e+06,0,0,0,4,496
2.20213e+06,0,0,0,15,485
2.20222e+06,0,0,0,30,470
2.20222e+06,0,0,0,14,486
2.20224e+06,0,0,0,34,466
2.20224e+06,0,0,0,16,484
2.20238e+06,0,0,0,4,496
2.2024e+06,0,0,0,61,439
2.2024e+06,0,0,0,22,478
2.2024e+06,0,0,0,5,495
2.20241e+06,0,0,0,21,479
2.20241e+06,0,0,0,5,495
2.20245e+06,0,0,0,25,475
2.20245e+06,0,0,0,5,495
2.20249e+06,0,0,0,17,483
2.20249e+06,0,0,0,13,487
2.20252e+06,0,0,0,29,471
2.20252e+06,0,0,0,15,485
2.20256e+06,0,0,0,19,481
2.20256e+06,0,0,0,37,463
2.20256e+06,0,0,0,17,483
2.20261e+06,0,0,0,13,487
2.20261e+06,0,0,0,27,473
2.20261e+06,0,0,0,11,489
2.20265e+06,0,0,0,15,485
2.20266e+06,0,0,0,6,494
2.20267e+06,0,0,0,26,474
2.20267e+06,0,0,0,13,487
2.20268e+06,0,0,0,30,470
2.20268e+06,0,0,0,10,490
2.2027e+06,0,0,0,30,470
2.2027e+06,0,0,0,17,483
2.20275e+06,0,0,0,26,474
2.20283e+06,0,0,0,42,458
2.20289e+06,0,0,0,55,445
2.20292e+06,0,0,0,68,432
2.20295e+06,0,0,0,88,412
2.20295e+06,0,0,0,30,470
2.203e+06,0,0,0,22,478
2.2031e+06,0,0,0,61,439
2.2031e+06,0,0,0,34,466
2.20315e+06,0,0,0,42,458
2.20316e+06,0,0,0,31,469
2.20324e+06,0,0,0,42,458
2.20334e+06,0,0,0,29,471
2.20334e+06,0,0,0,26,474
2.20334e+06,0,0,0,21,479
2.20335e+06,0,0,0,24,476
2.20341e+06,0,0,0,51,449
2.20341e+06,0,0,0,56,444
2.20352e+06,0,0,0,51,449
2.20354e+06,0,0,0,64,436
2.20354e+06,0,0,0,22,478
2.20361e+06,0,0,0,27,473
2.20369e+06,0,0,0,21,479
2.20379e+06,0,0,0,27,473
2.20384e+06,0,0,0,85,415
2.20384e+06,0,0,0,25,475
2.204e+06,0,0,0,10,490
2.20416e+06,0,0,0,9,491
2.20416e+06,0,0,0,10,490
2.20428e+06,0,0,0,25,475
2.2043e+06,0,0,0,67,433
2.2043e+06,0,0,0,39,461
2.2043e+06,0,0,0,20,480
2.20433e+06,0,0,0,6,494
2.20436e+06,0,0,0,66,434
2.20436e+06,0,0,0,20,480
2.20436e+06,0,0,0,2,498
2.20445e+06,0,0,0,30,470
2.20445e+06,0,0,0,4,496
2.20449e+06,0,0,0,22,478
2.20449e+06,0,0,0,16,484
2.20449e+06,0,0,0,9,491
2.2045e+06,0,0,0,23,477
2.20454e+06,0,0,0,30,470
2.20455e+06,0,0,0,36,464
2.20455e+06,0,0,0,55,445
2.20464e+06,0,0,0,36,464
2.20468e+06,0,0,0,62,438
2.20484e+06,0,0,0,81,419
2.20484e+06,0,0,0,44,456
2.20496e+06,0,0,0,90,410
2.20496e+06,0,0,0,31,469
2.20505e+06,0,0,0,26,474
2.20509e+06,0,0,0,31,469
2.2051e+06,0,0,0,68,432
2.2051e+06,0,0,0,35,465
2.20543e+06,0,0,0,94,406
2.20543e+06,0,0,0,46,454
2.20543e+06,0,0,0,17,483
2.20548e+06,0,0,0,50,450
2.20548e+06,0,0,0,19,481
2.20566e+06,0,0,0,48,452
2.20566e+06,0,0,0,19,481
2.20577e+06,0,0,0,392,108
2.20577e+06,0,0,0,344,156
2.20577e+06,0,0,0,288,212
2.20577e+06,0,0,0,234,266
2.20577e+06,0,0,0,176,324
2.20577e+06,0,0,0,132,368
2.20577e+06,0,0,0,82,418
2.20577e+06,0,0,0,28,472
2.20577e+06,0,0,0,8,492
2.20585e+06,0,0,0,56,444
2.20585e+06,0,0,0,17,483
2.20598e+06,0,0,0,46,454
2.20598e+06,0,0,0,29,471
2.206e+06,0,0,0,22,478
2.20607e+06,0,0,0,66,434
2.20607e+06,0,0,0,36,464
2.20608e+06,0,0,0,43,457
2.20609e+06,0,0,0,74,426
2.20609e+06,0,0,0,41,459
2.20613e+06,0,0,0,61,439
2.20613e+06,0,0,0,39,461
2.20614e+06,0,0,0,87,413
2.20614e+06,0,0,0,32,468
2.20614e+06,0,0,0,49,451
2.20622e+06,0,0,0,103,397
2.20622e+06,0,0,0,59,441
2.20624e+06,0,0,0,56,444
2.20627e+06,0,0,0,59,441
2.20627e+06,0,0,0,113,387
2.20627e+06,0,0,0,83,417
2.20628e+06,0,0,0,141,359
2.20628e+06,0,0,0,111,389
2.20633e+06,0,0,0,167,333
2.20634e+06,0,0,0,206,294
2.20641e+06,0,0,0,199,301
2.2065e+06,0,0,0,206,294
2.20651e+06,0,0,0,228,272
2.20663e+06,0,0,0,227,273
2.20663e+06,0,0,0,228,272
2.20665e+06,0,0,0,258,242
2.20666e+06,0,0,0,291,209
2.20667e+06,0,0,0,321,179
2.20671e+06,0,0,0,376,124
2.20672e+06,0,0,0,426,74
2.20677e+06,0,0,0,470,30
2.20677e+06,0,0,0,451,49
2.20679e+06,0,0,0,481,19
2.20685e+06,0,0,0,463,37
2.20712e+06,0,0,0,482,18
2.20712e+06,0,0,0,500,0
2.20712e+06,0,0,0,18,482
2.20731e+06,0,0,0,3,497
2.20748e+06,0,0,0,18,482
2.20748e+06,0,0,0,6,494
2.20749e+06,0,0,0,5,495
2.2075e+06,0,0,0,6,494
2.20759e+06,0,0,0,18,482
2.20762e+06,0,0,0,3,497
2.20772e+06,0,0,0,18,482
2.20773e+06,0,0,0,8,492
2.20781e+06,0,0,0,18,482
2.20799e+06,0,0,0,0,500
2.20813e+06,0,0,0,18,482
2.20813e+06,0,0,0,7,493
2.20822e+06,0,0,0,18,482
2.20827e+06,0,0,0,10,490
2.20827e+06,0,0,0,0,500
