timestamp,datetime,hour,day_of_week,running_jobs,waiting_jobs,nb_sleeping,nb_switching_on,nb_switching_off,nb_idle,nb_computing,energy,wattmin,epower,utilization_rate
33241.549138999995,2025-01-01 09:14:01.549139,9,2,1,0,0.0,0.0,0.0,444.0,56.0,4155006940.660073,125000.0,123913.142857,0.112
33241.946112,2025-01-01 09:14:01.946112,9,2,0,0,0.0,0.0,0.0,444.0,56.0,4155006940.660073,125000.0,123913.142857,0.112
33314.0,2025-01-01 09:15:14.000000,9,2,2,0,0.0,0.0,0.0,491.0,9.0,4164257450.851176,125000.0,125000.0,0.018
33314.0,2025-01-01 09:15:14.000000,9,2,2,0,0.0,0.0,0.0,491.0,9.0,4164257450.851188,125000.0,123446.857143,0.018
33315.661958,2025-01-01 09:15:15.661958,9,2,1,0,0.0,0.0,0.0,491.0,9.0,4164257450.851188,125000.0,123446.857143,0.018
33315.849521,2025-01-01 09:15:15.849521,9,2,0,0,0.0,0.0,0.0,491.0,9.0,4164257450.851188,125000.0,123446.857143,0.018
33450.0,2025-01-01 09:17:30.000000,9,2,1,0,0.0,0.0,0.0,491.0,9.0,4181257610.65134,125000.0,125000.0,0.018
33450.709273,2025-01-01 09:17:30.709273,9,2,0,0,0.0,0.0,0.0,491.0,9.0,4181257610.65134,125000.0,125000.0,0.018
33575.0,2025-01-01 09:19:35.000000,9,2,1,0,0.0,0.0,0.0,496.0,4.0,4196882673.3460116,125000.0,125000.0,0.008
33576.802560000004,2025-01-01 09:19:36.802560,9,2,0,0,0.0,0.0,0.0,496.0,4.0,4196882673.3460116,125000.0,125000.0,0.008
33738.0,2025-01-01 09:22:18.000000,9,2,2,0,0.0,0.0,0.0,490.0,10.0,4217257744.16086,125000.0,125000.0,0.02
33738.0,2025-01-01 09:22:18.000000,9,2,2,0,0.0,0.0,0.0,490.0,10.0,4217257744.1608725,125000.0,128000.0,0.02
33738.851285000004,2025-01-01 09:22:18.851285,9,2,1,0,0.0,0.0,0.0,490.0,10.0,4217257744.1608725,125000.0,128000.0,0.02
33739.785825,2025-01-01 09:22:19.785825,9,2,0,0,0.0,0.0,0.0,490.0,10.0,4217257744.1608725,125000.0,128000.0,0.02
33858.0,2025-01-01 09:24:18.000000,9,2,1,0,0.0,0.0,0.0,470.0,30.0,4232257846.126215,125000.0,125000.0,0.06
33859.121005,2025-01-01 09:24:19.121005,9,2,0,0,0.0,0.0,0.0,470.0,30.0,4232257846.126215,125000.0,125000.0,0.06
34026.0,2025-01-01 09:27:06.000000,9,2,3,0,0.0,0.0,0.0,415.0,85.0,4253258176.422334,125000.0,125000.0,0.17
34026.0,2025-01-01 09:27:06.000000,9,2,3,0,0.0,0.0,0.0,415.0,85.0,4253258176.422347,125000.0,128000.0,0.17
34026.0,2025-01-01 09:27:06.000000,9,2,3,0,0.0,0.0,0.0,415.0,85.0,4253258176.42236,125000.0,128000.0,0.17
34026.790062,2025-01-01 09:27:06.790062,9,2,2,0,0.0,0.0,0.0,415.0,85.0,4253258176.42236,125000.0,128000.0,0.17
34026.866025999996,2025-01-01 09:27:06.866026,9,2,1,0,0.0,0.0,0.0,415.0,85.0,4253258176.42236,125000.0,128000.0,0.17
34026.893445,2025-01-01 09:27:06.893445,9,2,0,0,0.0,0.0,0.0,415.0,85.0,4253258176.42236,125000.0,128000.0,0.17
34210.0,2025-01-01 09:30:10.000000,9,2,2,0,0.0,0.0,0.0,478.0,22.0,4276258876.3328023,125000.0,125000.0,0.044
34210.0,2025-01-01 09:30:10.000000,9,2,2,0,0.0,0.0,0.0,478.0,22.0,4276258876.3328147,125000.0,128000.0,0.044
34211.704918999996,2025-01-01 09:30:11.704919,9,2,1,0,0.0,0.0,0.0,478.0,22.0,4276258876.3328147,125000.0,128000.0,0.044
34211.890923,2025-01-01 09:30:11.890923,9,2,0,0,0.0,0.0,0.0,478.0,22.0,4276258876.3328147,125000.0,128000.0,0.044
34484.0,2025-01-01 09:34:44.000000,9,2,1,0,0.0,0.0,0.0,480.0,20.0,4310509250.197633,125000.0,125000.0,0.04
34484.745378,2025-01-01 09:34:44.745378,9,2,0,0,0.0,0.0,0.0,480.0,20.0,4310509250.197633,125000.0,125000.0,0.04
34758.0,2025-01-01 09:39:18.000000,9,2,3,0,0.0,0.0,0.0,486.0,14.0,4344759396.611078,125000.0,125000.0,0.028
34758.0,2025-01-01 09:39:18.000000,9,2,3,0,0.0,0.0,0.0,486.0,14.0,4344759396.611091,125000.0,128000.0,0.028
34758.0,2025-01-01 09:39:18.000000,9,2,3,0,0.0,0.0,0.0,486.0,14.0,4344759396.611104,125000.0,128000.0,0.028
34759.516576,2025-01-01 09:39:19.516576,9,2,2,0,0.0,0.0,0.0,486.0,14.0,4344759396.611104,125000.0,128000.0,0.028
34759.532786,2025-01-01 09:39:19.532786,9,2,1,0,0.0,0.0,0.0,486.0,14.0,4344759396.611104,125000.0,128000.0,0.028
34759.632801,2025-01-01 09:39:19.632801,9,2,0,0,0.0,0.0,0.0,486.0,14.0,4344759396.611104,125000.0,128000.0,0.028
34839.0,2025-01-01 09:40:39.000000,9,2,4,0,0.0,0.0,0.0,5.0,495.0,4354884609.174484,125000.0,125000.0,0.99
34839.0,2025-01-01 09:40:39.000000,9,2,4,0,0.0,0.0,0.0,5.0,495.0,4354884609.174497,125000.0,128000.0,0.99
34839.0,2025-01-01 09:40:39.000000,9,2,4,0,0.0,0.0,0.0,5.0,495.0,4354884609.17451,125000.0,128000.0,0.99
34839.0,2025-01-01 09:40:39.000000,9,2,4,0,0.0,0.0,0.0,5.0,495.0,4354884609.174522,125000.0,128000.0,0.99
34839.921688999995,2025-01-01 09:40:39.921689,9,2,3,0,0.0,0.0,0.0,5.0,495.0,4354884609.174522,125000.0,128000.0,0.99
34840.202545,2025-01-01 09:40:40.202545,9,2,2,0,0.0,0.0,0.0,5.0,495.0,4354884609.174522,125000.0,128000.0,0.99
34840.67007,2025-01-01 09:40:40.670070,9,2,1,0,0.0,0.0,0.0,5.0,495.0,4354884609.174522,125000.0,128000.0,0.99
34840.952573,2025-01-01 09:40:40.952573,9,2,0,0,0.0,0.0,0.0,5.0,495.0,4354884609.174522,125000.0,128000.0,0.99
34978.0,2025-01-01 09:42:58.000000,9,2,2,0,0.0,0.0,0.0,480.0,20.0,4372265440.757951,125000.0,125000.0,0.04
34978.0,2025-01-01 09:42:58.000000,9,2,2,0,0.0,0.0,0.0,480.0,20.0,4372265440.757964,125000.0,128000.0,0.04
34978.9429,2025-01-01 09:42:58.942900,9,2,1,0,0.0,0.0,0.0,480.0,20.0,4372265440.757964,125000.0,128000.0,0.04
34979.360220999995,2025-01-01 09:42:59.360221,9,2,0,0,0.0,0.0,0.0,480.0,20.0,4372265440.757964,125000.0,128000.0,0.04
35702.0,2025-01-01 09:55:02.000000,9,2,1,0,0.0,0.0,0.0,264.0,236.0,4462765638.266453,125000.0,125000.0,0.472
35702.903521,2025-01-01 09:55:02.903521,9,2,0,0,0.0,0.0,0.0,264.0,236.0,4462765638.266453,125000.0,125000.0,0.472
35943.0,2025-01-01 09:59:03.000000,9,2,2,0,0.0,0.0,0.0,455.0,45.0,4492892732.498997,125000.0,125000.0,0.09
35943.0,2025-01-01 09:59:03.000000,9,2,2,0,0.0,0.0,0.0,455.0,45.0,4492892732.49901,125000.0,128000.0,0.09
35944.721551999995,2025-01-01 09:59:04.721552,9,2,1,0,0.0,0.0,0.0,455.0,45.0,4492892732.49901,125000.0,128000.0,0.09
35944.880352,2025-01-01 09:59:04.880352,9,2,0,0,0.0,0.0,0.0,455.0,45.0,4492892732.49901,125000.0,128000.0,0.09
35982.0,2025-01-01 09:59:42.000000,9,2,1,0,0.0,0.0,0.0,485.0,15.0,4497768533.914311,125000.0,125000.0,0.03
35983.607639999995,2025-01-01 09:59:43.607640,9,2,0,0,0.0,0.0,0.0,485.0,15.0,4497768533.914311,125000.0,125000.0,0.03
